id,First_pokemon,Second_pokemon,Winner
21762,162,105,162
21763,529,491,529
21764,72,380,72
21765,508,151,508
21766,656,362,362
21767,152,570,570
21768,200,487,200
21769,114,103,103
21770,426,83,426
21771,522,237,522
21772,658,337,658
21773,238,433,433
21774,10,294,10
21775,764,748,748
21776,143,9,9
21777,397,787,397
21778,392,585,585
21779,59,725,59
21780,673,431,431
21781,775,105,105
21782,116,30,30
21783,194,132,132
21784,367,587,367
21785,619,375,375
21786,606,707,606
21787,691,654,691
21788,745,671,671
21789,773,658,658
21790,707,506,707
21791,116,753,116
21792,442,512,512
21793,777,280,280
21794,663,249,249
21795,84,550,550
21796,317,2,2
21797,573,749,749
21798,537,318,537
21799,634,179,634
21800,460,658,658
21801,243,105,243
21802,214,380,214
21803,691,474,474
21804,274,130,274
21805,314,2,314
21806,196,74,196
21807,667,372,372
21808,332,395,332
21809,345,670,345
21810,410,216,410
21811,722,777,777
21812,436,281,436
21813,659,193,193
21814,254,539,254
21815,242,685,685
21816,209,108,209
21817,142,196,142
21818,174,595,174
21819,457,800,800
21820,283,388,388
21821,524,377,524
21822,426,542,542
21823,793,773,773
21824,687,721,687
21825,528,352,528
21826,40,492,40
21827,174,255,255
21828,528,84,528
21829,308,110,110
21830,434,137,137
21831,320,353,320
21832,543,47,543
21833,329,248,248
21834,537,668,537
21835,163,24,163
21836,508,274,274
21837,45,83,83
21838,340,311,311
21839,96,39,39
21840,757,22,22
21841,584,542,542
21842,245,735,735
21843,257,747,747
21844,103,197,103
21845,81,646,646
21846,800,641,800
21847,72,599,72
21848,367,550,550
21849,439,523,523
21850,466,338,466
21851,596,283,596
21852,11,64,64
21853,758,406,406
21854,85,715,715
21855,42,82,42
21856,462,380,380
21857,642,456,642
21858,19,582,582
21859,654,620,620
21860,642,549,549
21861,553,699,553
21862,301,212,301
21863,104,282,104
21864,633,65,633
21865,225,787,787
21866,592,418,418
21867,500,118,118
21868,238,332,332
21869,297,342,342
21870,670,478,478
21871,262,1,262
21872,558,680,558
21873,450,345,345
21874,667,124,124
21875,555,198,555
21876,262,280,280
21877,197,32,32
21878,225,187,225
21879,538,673,538
21880,394,358,394
21881,263,330,263
21882,455,477,477
21883,21,641,21
21884,621,695,621
21885,211,659,211
21886,116,522,522
21887,21,400,21
21888,500,215,500
21889,393,24,24
21890,242,425,425
21891,670,191,670
21892,192,244,244
21893,164,269,164
21894,136,661,136
21895,560,379,560
21896,368,595,368
21897,758,294,758
21898,695,94,94
21899,252,461,252
21900,663,580,663
21901,321,395,321
21902,417,631,631
21903,165,312,165
21904,364,302,364
21905,758,262,758
21906,285,239,239
21907,381,644,381
21908,133,373,133
21909,300,628,300
21910,379,395,379
21911,713,750,713
21912,303,687,687
21913,397,531,531
21914,774,405,405
21915,412,754,412
21916,550,716,550
21917,453,712,712
21918,737,340,340
21919,258,341,341
21920,61,396,61
21921,462,226,462
21922,361,535,361
21923,478,799,478
21924,7,440,7
21925,282,518,518
21926,387,797,797
21927,88,366,366
21928,357,615,357
21929,777,385,777
21930,453,296,453
21931,637,446,446
21932,303,569,569
21933,166,666,166
21934,465,502,465
21935,294,353,353
21936,362,589,362
21937,256,326,326
21938,599,554,554
21939,367,650,367
21940,9,534,9
21941,785,315,785
21942,153,559,153
21943,594,377,377
21944,342,360,360
21945,681,324,681
21946,176,625,625
21947,112,623,623
21948,717,349,717
21949,754,781,781
21950,507,488,507
21951,136,467,467
21952,642,494,642
21953,726,95,726
21954,146,105,146
21955,67,215,67
21956,198,121,198
21957,56,279,56
21958,520,111,520
21959,171,579,171
21960,110,114,114
21961,708,248,248
21962,676,464,676
21963,87,633,633
21964,543,47,543
21965,186,13,13
21966,232,176,232
21967,402,472,472
21968,69,586,586
21969,367,324,367
21970,172,267,172
21971,239,246,246
21972,49,80,80
21973,347,668,347
21974,724,378,724
21975,680,598,598
21976,480,595,595
21977,701,467,467
21978,103,92,92
21979,347,535,535
21980,272,729,272
21981,277,235,277
21982,40,776,40
21983,280,309,280
21984,645,473,473
21985,226,458,458
21986,348,208,348
21987,282,562,562
21988,477,341,477
21989,239,422,422
21990,154,575,154
21991,410,646,410
21992,308,648,648
21993,198,772,772
21994,741,325,741
21995,316,161,316
21996,336,385,336
21997,375,597,597
21998,533,428,428
21999,376,779,376
22000,383,237,383
22001,128,669,128
22002,269,799,799
22003,711,469,711
22004,795,522,522
22005,235,324,235
22006,583,712,583
22007,316,377,316
22008,160,389,160
22009,194,586,194
22010,677,457,457
22011,770,551,551
22012,302,228,228
22013,230,458,230
22014,368,115,368
22015,614,114,614
22016,661,728,728
22017,573,457,457
22018,553,304,553
22019,11,372,372
22020,58,350,350
22021,89,269,269
22022,580,795,580
22023,697,96,697
22024,241,35,35
22025,260,613,260
22026,793,369,793
22027,747,581,747
22028,580,437,437
22029,207,194,194
22030,438,133,438
22031,389,458,458
22032,684,353,353
22033,704,527,704
22034,734,446,446
22035,111,646,646
22036,293,198,293
22037,546,752,546
22038,124,293,124
22039,219,785,785
22040,512,541,541
22041,661,632,632
22042,475,372,475
22043,386,694,694
22044,257,165,165
22045,61,595,61
22046,181,170,181
22047,578,591,591
22048,200,282,282
22049,501,758,758
22050,719,511,511
22051,760,167,760
22052,583,497,583
22053,139,533,139
22054,624,645,645
22055,417,424,424
22056,15,464,464
22057,132,496,496
22058,187,799,799
22059,534,698,534
22060,667,590,590
22061,747,695,695
22062,628,615,628
22063,567,194,567
22064,468,530,530
22065,39,606,606
22066,204,690,690
22067,99,661,99
22068,388,199,388
22069,386,61,61
22070,586,115,115
22071,132,499,499
22072,666,423,423
22073,115,653,115
22074,308,280,280
22075,393,328,328
22076,662,159,159
22077,622,185,185
22078,497,741,497
22079,392,145,392
22080,211,81,211
22081,535,81,535
22082,151,110,110
22083,495,89,495
22084,416,324,416
22085,252,482,252
22086,28,484,28
22087,28,398,398
22088,142,444,444
22089,348,412,348
22090,29,642,642
22091,139,339,139
22092,471,771,771
22093,309,624,309
22094,53,252,252
22095,117,264,264
22096,450,237,450
22097,505,152,505
22098,338,318,338
22099,91,492,91
22100,313,263,263
22101,560,186,186
22102,62,422,422
22103,694,267,694
22104,648,300,648
22105,164,323,164
22106,668,453,453
22107,290,136,136
22108,282,208,282
22109,585,772,772
22110,412,43,43
22111,622,349,349
22112,59,548,59
22113,294,196,196
22114,564,472,472
22115,172,652,172
22116,598,301,301
22117,623,81,623
22118,574,478,478
22119,98,85,85
22120,186,579,186
22121,591,564,591
22122,416,184,184
22123,683,777,777
22124,248,182,248
22125,134,749,749
22126,512,430,430
22127,783,610,610
22128,200,404,404
22129,790,709,709
22130,62,758,758
22131,353,446,446
22132,274,325,274
22133,345,102,102
22134,58,726,726
22135,313,320,313
22136,215,669,215
22137,125,512,125
22138,94,216,216
22139,625,240,240
22140,160,130,130
22141,212,425,212
22142,175,622,175
22143,398,601,398
22144,221,656,656
22145,586,411,411
22146,709,89,709
22147,460,127,127
22148,238,442,442
22149,58,652,652
22150,347,177,177
22151,145,441,441
22152,416,282,282
22153,159,575,159
22154,792,672,792
22155,459,179,179
22156,590,134,134
22157,10,779,10
22158,86,539,539
22159,534,332,534
22160,430,516,430
22161,8,631,8
22162,139,225,139
22163,279,147,147
22164,778,94,778
22165,708,61,708
22166,84,293,84
22167,486,485,486
22168,351,130,130
22169,577,594,594
22170,146,739,146
22171,100,178,178
22172,302,792,792
22173,716,101,101
22174,362,464,362
22175,731,530,731
22176,369,636,369
22177,186,528,528
22178,373,281,373
22179,656,723,723
22180,281,656,656
22181,313,258,313
22182,8,613,8
22183,288,453,288
22184,153,97,153
22185,249,61,249
22186,234,554,234
22187,248,551,551
22188,201,44,201
22189,557,462,557
22190,404,50,404
22191,547,127,127
22192,294,381,381
22193,229,686,229
22194,375,190,375
22195,541,501,541
22196,342,191,342
22197,355,13,13
22198,378,758,758
22199,458,148,148
22200,367,731,731
22201,385,449,449
22202,768,756,756
22203,42,252,42
22204,25,299,299
22205,88,251,251
22206,770,599,770
22207,800,198,800
22208,478,320,320
22209,212,29,212
22210,359,208,359
22211,36,390,36
22212,405,507,507
22213,647,481,481
22214,654,241,654
22215,25,576,576
22216,746,767,746
22217,566,62,62
22218,253,678,253
22219,617,402,617
22220,311,225,311
22221,446,30,30
22222,783,346,783
22223,722,793,793
22224,439,62,62
22225,633,88,633
22226,369,233,233
22227,702,645,702
22228,685,627,685
22229,18,266,266
22230,483,400,483
22231,797,637,797
22232,253,73,253
22233,246,748,748
22234,216,263,263
22235,247,546,546
22236,358,511,358
22237,174,80,80
22238,64,697,697
22239,344,546,546
22240,392,405,392
22241,122,640,640
22242,248,297,248
22243,130,166,166
22244,338,255,255
22245,393,723,393
22246,532,518,518
22247,272,488,272
22248,657,355,355
22249,709,507,709
22250,524,334,524
22251,739,609,739
22252,291,65,65
22253,623,749,623
22254,1,185,185
22255,388,708,708
22256,562,254,254
22257,652,570,570
22258,285,441,441
22259,444,17,444
22260,133,38,133
22261,43,442,43
22262,177,98,177
22263,744,401,401
22264,150,457,150
22265,499,152,499
22266,354,739,739
22267,18,528,528
22268,13,793,793
22269,34,365,34
22270,108,10,108
22271,566,245,245
22272,529,276,276
22273,35,603,603
22274,784,131,131
22275,427,415,427
22276,436,432,432
22277,588,755,588
22278,259,21,259
22279,185,75,185
22280,130,52,130
22281,768,583,583
22282,157,286,157
22283,530,455,455
22284,159,552,552
22285,620,263,263
22286,201,476,201
22287,738,690,690
22288,579,262,262
22289,569,132,569
22290,745,698,745
22291,488,329,488
22292,341,559,341
22293,530,791,791
22294,235,223,223
22295,230,745,745
22296,486,279,279
22297,657,593,657
22298,709,741,709
22299,154,257,154
22300,646,680,646
22301,719,374,719
22302,436,495,495
22303,571,606,606
22304,50,294,50
22305,43,327,327
22306,349,158,158
22307,644,697,697
22308,120,546,546
22309,185,521,521
22310,447,14,14
22311,508,54,508
22312,10,101,101
22313,719,241,719
22314,579,679,679
22315,792,719,792
22316,518,210,518
22317,774,799,799
22318,664,497,497
22319,321,627,627
22320,118,578,118
22321,42,487,42
22322,516,211,516
22323,151,474,474
22324,361,448,361
22325,257,96,257
22326,314,132,314
22327,148,184,184
22328,309,491,309
22329,562,80,80
22330,768,274,274
22331,156,353,353
22332,133,3,133
22333,22,294,22
22334,740,427,740
22335,748,286,286
22336,413,616,616
22337,334,614,614
22338,364,89,364
22339,535,550,550
22340,6,280,280
22341,274,81,274
22342,99,713,713
22343,370,415,370
22344,269,647,647
22345,54,770,770
22346,275,69,275
22347,742,580,742
22348,595,320,320
22349,542,238,542
22350,49,301,301
22351,683,354,683
22352,544,60,544
22353,604,768,768
22354,744,107,744
22355,789,186,186
22356,777,213,777
22357,630,667,630
22358,728,368,368
22359,700,332,700
22360,228,502,228
22361,45,120,120
22362,475,266,475
22363,325,497,497
22364,608,779,608
22365,164,580,164
22366,42,113,42
22367,638,340,340
22368,481,460,481
22369,720,512,720
22370,67,542,542
22371,462,304,462
22372,194,579,579
22373,520,683,520
22374,577,58,58
22375,377,58,58
22376,129,381,129
22377,98,708,708
22378,371,329,371
22379,716,553,553
22380,551,300,551
22381,486,627,486
22382,632,382,382
22383,346,790,346
22384,489,264,264
22385,234,217,234
22386,309,405,309
22387,381,648,381
22388,55,664,55
22389,91,787,787
22390,338,463,463
22391,565,160,565
22392,778,35,778
22393,592,365,365
22394,167,795,795
22395,281,758,758
22396,789,704,704
22397,496,497,496
22398,277,592,592
22399,327,340,340
22400,26,273,26
22401,10,596,596
22402,53,64,64
22403,750,527,750
22404,475,373,475
22405,360,284,284
22406,404,444,444
22407,536,523,536
22408,174,307,307
22409,646,706,706
22410,613,67,67
22411,374,240,240
22412,296,551,551
22413,323,69,69
22414,275,76,275
22415,520,67,67
22416,659,588,588
22417,192,113,192
22418,760,115,115
22419,448,690,690
22420,374,593,593
22421,29,188,29
22422,773,624,773
22423,267,141,141
22424,581,122,581
22425,474,203,474
22426,431,270,270
22427,445,690,690
22428,272,335,272
22429,453,660,660
22430,4,63,63
22431,593,88,593
22432,781,743,781
22433,95,259,259
22434,36,116,116
22435,356,323,323
22436,610,436,610
22437,574,592,574
22438,254,580,254
22439,777,124,124
22440,695,340,340
22441,163,439,163
22442,700,650,700
22443,517,262,262
22444,473,54,473
22445,38,553,553
22446,356,425,425
22447,636,616,616
22448,324,306,306
22449,190,343,343
22450,541,185,541
22451,128,100,100
22452,675,21,21
22453,241,134,134
22454,105,383,383
22455,785,465,465
22456,125,238,125
22457,112,458,112
22458,422,389,422
22459,257,324,257
22460,364,730,730
22461,222,568,568
22462,791,703,703
22463,389,495,495
22464,5,292,5
22465,401,261,261
22466,723,659,723
22467,614,269,614
22468,55,302,55
22469,319,721,721
22470,289,673,673
22471,754,193,193
22472,635,662,635
22473,716,209,209
22474,420,718,420
22475,125,186,125
22476,743,82,743
22477,678,202,202
22478,590,778,590
22479,117,110,110
22480,531,10,10
22481,664,594,664
22482,344,83,83
22483,560,599,560
22484,318,84,84
22485,79,677,677
22486,467,166,467
22487,216,11,216
22488,51,342,342
22489,645,101,101
22490,415,129,129
22491,225,174,174
22492,579,791,791
22493,648,129,648
22494,464,234,234
22495,201,637,637
22496,265,784,265
22497,250,356,250
22498,136,128,136
22499,70,278,278
22500,286,516,286
22501,279,747,747
22502,795,141,141
22503,739,621,739
22504,391,510,391
22505,320,538,538
22506,540,519,540
22507,773,527,773
22508,50,695,50
22509,190,755,755
22510,216,355,355
22511,76,619,619
22512,354,428,428
22513,351,16,16
22514,719,103,103
22515,502,91,502
22516,621,244,244
22517,472,678,472
22518,302,698,302
22519,295,637,637
22520,409,583,583
22521,474,657,474
22522,796,713,713
22523,61,241,61
22524,111,266,266
22525,764,25,25
22526,737,59,59
22527,658,355,355
22528,430,593,430
22529,59,537,59
22530,596,422,422
22531,400,295,295
22532,598,388,388
22533,758,766,766
22534,668,772,772
22535,79,646,646
22536,241,497,497
22537,219,16,219
22538,52,20,20
22539,714,194,714
22540,265,81,265
22541,363,62,62
22542,364,215,364
22543,480,649,649
22544,11,517,11
22545,313,660,313
22546,67,673,67
22547,800,659,800
22548,408,776,776
22549,544,22,544
22550,281,522,522
22551,328,36,36
22552,31,446,31
22553,265,89,265
22554,140,252,252
22555,45,205,205
22556,657,241,657
22557,15,488,488
22558,766,382,766
22559,176,203,203
22560,799,754,799
22561,643,219,643
22562,642,114,642
22563,670,493,493
22564,382,725,382
22565,269,334,269
22566,799,594,799
22567,24,305,24
22568,340,274,340
22569,517,402,517
22570,687,790,687
22571,261,231,261
22572,417,583,583
22573,233,495,495
22574,614,161,614
22575,469,478,478
22576,563,495,495
22577,275,697,275
22578,363,286,286
22579,651,624,651
22580,566,423,423
22581,277,677,677
22582,132,105,132
22583,522,301,301
22584,57,253,57
22585,565,766,766
22586,625,81,625
22587,323,333,333
22588,432,48,432
22589,232,732,732
22590,514,528,528
22591,272,284,272
22592,596,717,717
22593,261,524,261
22594,697,149,697
22595,427,403,427
22596,621,371,371
22597,426,323,426
22598,444,790,444
22599,231,496,496
22600,736,100,100
22601,548,350,350
22602,318,677,677
22603,62,206,206
22604,194,214,214
22605,707,140,707
22606,250,688,250
22607,304,331,304
22608,280,369,280
22609,527,644,527
22610,181,518,518
22611,474,38,474
22612,766,21,766
22613,1,194,1
22614,124,17,124
22615,375,334,375
22616,340,58,340
22617,483,222,483
22618,755,650,650
22619,705,321,705
22620,637,561,637
22621,623,51,623
22622,496,54,496
22623,654,604,604
22624,520,433,520
22625,344,547,547
22626,83,192,192
22627,376,682,682
22628,718,38,718
22629,35,383,383
22630,81,685,685
22631,323,665,665
22632,284,597,284
22633,266,304,266
22634,465,29,465
22635,403,345,345
22636,358,86,358
22637,751,696,751
22638,202,49,202
22639,303,626,626
22640,241,609,241
22641,717,520,717
22642,4,321,4
22643,300,39,300
22644,799,94,799
22645,139,168,139
22646,684,661,661
22647,611,142,611
22648,311,738,311
22649,285,756,756
22650,437,172,172
22651,158,780,158
22652,470,403,403
22653,31,688,31
22654,159,590,159
22655,426,114,426
22656,488,18,18
22657,486,159,159
22658,177,245,177
22659,261,523,261
22660,138,786,138
22661,687,317,687
22662,486,466,466
22663,548,740,548
22664,398,234,234
22665,9,592,9
22666,788,456,788
22667,676,406,676
22668,212,658,212
22669,26,110,110
22670,670,486,670
22671,328,798,328
22672,298,522,522
22673,19,670,19
22674,681,272,272
22675,141,95,141
22676,349,358,349
22677,677,449,677
22678,3,786,786
22679,247,717,717
22680,528,167,528
22681,717,209,717
22682,292,163,163
22683,511,625,511
22684,579,208,579
22685,218,711,711
22686,775,687,687
22687,407,160,160
22688,500,518,500
22689,93,654,93
22690,651,658,658
22691,135,336,135
22692,502,731,731
22693,527,401,527
22694,522,219,522
22695,280,496,280
22696,481,52,481
22697,642,509,642
22698,245,18,245
22699,92,311,92
22700,541,360,541
22701,763,162,162
22702,112,706,706
22703,411,60,60
22704,175,548,548
22705,504,179,179
22706,787,643,643
22707,105,587,587
22708,600,553,553
22709,313,91,313
22710,332,598,598
22711,158,165,165
22712,305,376,376
22713,131,668,131
22714,545,35,545
22715,265,212,212
22716,726,389,726
22717,119,281,119
22718,774,208,774
22719,160,727,727
22720,527,461,527
22721,545,268,545
22722,397,647,397
22723,587,285,285
22724,205,136,205
22725,116,402,116
22726,757,553,553
22727,79,31,31
22728,734,585,585
22729,98,320,320
22730,347,45,347
22731,545,94,545
22732,296,299,299
22733,617,283,283
22734,284,217,284
22735,115,314,314
22736,587,47,587
22737,459,549,549
22738,341,309,341
22739,201,794,794
22740,553,466,553
22741,175,13,13
22742,689,181,181
22743,478,565,565
22744,458,555,555
22745,217,687,687
22746,243,747,747
22747,319,514,514
22748,195,539,539
22749,597,541,541
22750,243,715,715
22751,359,718,718
22752,795,672,795
22753,726,760,726
22754,579,800,800
22755,245,355,245
22756,451,270,270
22757,607,374,607
22758,135,539,135
22759,363,456,363
22760,693,300,300
22761,60,409,409
22762,718,663,718
22763,369,392,392
22764,623,738,623
22765,263,355,263
22766,107,395,107
22767,54,445,54
22768,447,450,450
22769,75,20,20
22770,394,165,394
22771,394,402,394
22772,711,548,711
22773,83,296,296
22774,651,757,651
22775,245,742,245
22776,307,342,307
22777,535,343,535
22778,540,337,540
22779,376,113,376
22780,79,259,259
22781,228,402,228
22782,91,36,91
22783,379,209,209
22784,525,19,525
22785,708,433,708
22786,531,663,663
22787,513,379,513
22788,535,779,535
22789,43,660,660
22790,793,338,793
22791,309,32,32
22792,306,1,306
22793,97,22,22
22794,381,720,720
22795,104,218,104
22796,732,643,732
22797,230,340,340
22798,772,786,786
22799,377,120,377
22800,149,252,252
22801,785,312,312
22802,446,530,530
22803,472,220,472
22804,780,239,780
22805,156,172,172
22806,64,583,583
22807,20,389,20
22808,21,449,21
22809,617,143,143
22810,406,94,406
22811,460,383,383
22812,375,37,37
22813,319,480,480
22814,281,190,281
22815,58,652,652
22816,682,137,682
22817,598,795,795
22818,132,778,132
22819,93,360,93
22820,483,679,679
22821,600,391,600
22822,489,687,687
22823,220,719,719
22824,643,32,32
22825,107,591,591
22826,576,215,576
22827,607,295,607
22828,258,125,125
22829,797,441,797
22830,696,680,696
22831,39,457,39
22832,231,284,284
22833,790,72,790
22834,275,491,275
22835,328,447,447
22836,316,687,316
22837,728,263,263
22838,251,69,251
22839,328,200,200
22840,338,774,338
22841,283,667,283
22842,71,57,57
22843,668,301,301
22844,499,281,499
22845,215,552,552
22846,79,355,355
22847,687,212,687
22848,51,769,51
22849,456,636,636
22850,757,5,5
22851,530,650,650
22852,452,676,452
22853,408,475,475
22854,101,217,101
22855,481,142,481
22856,125,417,125
22857,494,537,494
22858,122,270,270
22859,452,287,287
22860,263,68,263
22861,382,555,555
22862,700,51,700
22863,339,789,339
22864,15,84,84
22865,15,163,163
22866,269,106,269
22867,154,372,154
22868,136,598,136
22869,482,622,622
22870,678,15,15
22871,490,620,490
22872,656,57,57
22873,592,226,592
22874,118,75,75
22875,384,664,384
22876,642,145,145
22877,693,622,693
22878,614,567,614
22879,565,26,26
22880,752,31,31
22881,695,327,327
22882,166,607,166
22883,55,230,230
22884,246,400,246
22885,483,61,61
22886,315,729,729
22887,101,515,515
22888,317,610,610
22889,488,199,488
22890,225,411,411
22891,536,793,793
22892,676,128,128
22893,647,747,747
22894,555,14,555
22895,571,28,28
22896,540,595,540
22897,616,376,616
22898,649,353,649
22899,355,668,668
22900,487,755,755
22901,468,454,454
22902,767,324,767
22903,238,494,494
22904,441,68,68
22905,706,127,706
22906,531,577,577
22907,124,68,124
22908,716,319,716
22909,719,418,418
22910,476,719,476
22911,771,431,431
22912,402,543,543
22913,58,301,301
22914,564,214,214
22915,747,677,677
22916,387,714,714
22917,362,32,32
22918,533,604,533
22919,1,687,687
22920,748,443,748
22921,253,620,253
22922,228,215,228
22923,334,213,213
22924,241,447,241
22925,792,161,792
22926,75,8,8
22927,72,563,72
22928,221,173,173
22929,646,717,717
22930,684,770,770
22931,197,794,794
22932,758,749,758
22933,711,97,711
22934,781,242,242
22935,323,512,512
22936,205,70,205
22937,392,125,125
22938,769,130,130
22939,143,522,522
22940,606,266,606
22941,581,645,581
22942,20,642,20
22943,73,363,363
22944,219,25,219
22945,270,128,270
22946,278,2,2
22947,10,131,131
22948,383,190,383
22949,724,622,724
22950,48,10,48
22951,155,716,155
22952,646,510,646
22953,403,271,271
22954,169,604,169
22955,696,467,467
22956,371,426,426
22957,652,617,617
22958,542,493,542
22959,107,166,166
22960,325,545,545
22961,376,40,40
22962,493,742,493
22963,787,319,319
22964,40,121,40
22965,380,740,740
22966,490,262,490
22967,377,690,690
22968,787,204,204
22969,711,393,711
22970,127,666,127
22971,122,63,63
22972,554,394,394
22973,734,267,267
22974,232,492,232
22975,223,606,606
22976,769,510,769
22977,776,768,768
22978,513,470,513
22979,45,324,324
22980,319,482,319
22981,639,395,395
22982,210,224,224
22983,160,653,160
22984,212,270,270
22985,599,125,125
22986,272,639,272
22987,457,369,369
22988,298,58,58
22989,169,240,169
22990,785,490,490
22991,611,776,611
22992,79,129,79
22993,446,120,446
22994,676,764,764
22995,372,583,583
22996,47,246,246
22997,523,572,572
22998,579,373,579
22999,107,237,107
23000,87,207,207
23001,83,569,569
23002,174,344,344
23003,540,436,540
23004,457,241,241
23005,224,40,40
23006,600,505,505
23007,551,653,551
23008,360,362,362
23009,207,606,606
23010,573,780,573
23011,637,424,424
23012,637,416,637
23013,56,481,481
23014,180,118,180
23015,800,250,250
23016,645,352,352
23017,481,186,481
23018,675,735,735
23019,732,423,732
23020,138,485,138
23021,319,62,62
23022,114,444,444
23023,543,405,543
23024,540,702,540
23025,137,153,137
23026,81,268,268
23027,79,515,79
23028,601,574,574
23029,539,153,153
23030,590,570,570
23031,277,431,431
23032,284,553,553
23033,436,689,436
23034,661,453,453
23035,273,789,789
23036,783,354,783
23037,337,423,337
23038,267,13,13
23039,261,369,261
23040,275,7,275
23041,152,579,152
23042,456,309,309
23043,450,409,409
23044,280,400,280
23045,85,446,85
23046,474,115,115
23047,416,550,550
23048,358,650,358
23049,546,530,546
23050,43,745,745
23051,771,625,771
23052,188,727,727
23053,99,486,99
23054,582,477,477
23055,82,612,612
23056,577,746,746
23057,243,494,494
23058,294,746,746
23059,164,409,164
23060,135,754,135
23061,122,581,581
23062,220,39,39
23063,758,35,758
23064,553,36,553
23065,237,202,202
23066,636,339,339
23067,676,614,614
23068,320,587,587
23069,459,592,592
23070,514,781,514
23071,719,55,55
23072,303,753,303
23073,487,576,576
23074,794,447,794
23075,414,658,414
23076,286,498,498
23077,404,204,204
23078,197,502,502
23079,63,725,63
23080,275,256,275
23081,470,220,470
23082,777,365,777
23083,291,431,431
23084,16,268,16
23085,380,483,380
23086,134,126,134
23087,578,717,717
23088,646,194,646
23089,604,511,511
23090,654,568,568
23091,152,608,608
23092,572,789,572
23093,514,763,514
23094,670,775,670
23095,282,129,129
23096,248,320,248
23097,286,722,286
23098,468,172,172
23099,233,650,233
23100,266,746,746
23101,39,92,92
23102,197,34,34
23103,616,15,616
23104,58,249,249
23105,356,531,531
23106,193,316,316
23107,546,333,546
23108,791,677,677
23109,395,656,656
23110,619,55,55
23111,774,148,148
23112,604,368,368
23113,312,159,159
23114,522,376,522
23115,789,165,165
23116,742,226,742
23117,570,445,570
23118,295,276,276
23119,700,704,704
23120,213,764,213
23121,592,792,592
23122,646,768,646
23123,200,567,567
23124,433,32,32
23125,798,245,245
23126,792,378,792
23127,391,715,391
23128,696,20,20
23129,251,535,251
23130,651,13,651
23131,276,79,276
23132,637,677,677
23133,660,734,734
23134,195,551,551
23135,173,175,175
23136,186,16,16
23137,426,500,426
23138,501,94,501
23139,751,683,683
23140,117,228,228
23141,275,401,275
23142,541,699,699
23143,779,179,179
23144,476,647,476
23145,115,455,115
23146,252,180,180
23147,681,309,681
23148,394,106,394
23149,764,269,269
23150,641,113,113
23151,738,627,738
23152,215,738,738
23153,113,155,155
23154,475,513,513
23155,142,654,142
23156,690,641,690
23157,415,125,125
23158,276,733,276
23159,127,727,727
23160,231,230,230
23161,241,212,212
23162,386,632,632
23163,221,219,219
23164,779,91,91
23165,376,193,193
23166,356,197,197
23167,466,591,466
23168,223,53,223
23169,454,541,541
23170,11,431,431
23171,393,657,393
23172,423,547,423
23173,729,379,379
23174,412,470,412
23175,624,799,799
23176,292,26,26
23177,312,609,609
23178,576,468,576
23179,282,129,129
23180,364,279,279
23181,395,567,567
23182,352,697,697
23183,745,436,745
23184,617,654,617
23185,531,284,531
23186,644,23,23
23187,77,7,7
23188,630,21,630
23189,334,522,522
23190,299,467,467
23191,331,71,331
23192,465,435,435
23193,442,81,442
23194,514,289,514
23195,48,204,48
23196,623,174,623
23197,386,504,504
23198,213,294,213
23199,496,500,496
23200,172,190,172
23201,224,126,126
23202,585,439,439
23203,552,48,552
23204,349,681,349
23205,358,784,358
23206,378,161,161
23207,234,109,234
23208,708,453,453
23209,333,529,333
23210,384,168,384
23211,361,758,758
23212,259,337,337
23213,18,149,149
23214,103,465,103
23215,711,353,711
23216,482,437,437
23217,497,409,409
23218,428,598,428
23219,157,774,157
23220,455,722,722
23221,197,667,197
23222,45,53,53
23223,265,526,526
23224,538,541,538
23225,261,61,261
23226,255,709,709
23227,121,615,615
23228,320,732,732
23229,73,671,671
23230,380,299,299
23231,304,127,127
23232,43,388,388
23233,245,745,745
23234,196,34,34
23235,230,598,230
23236,195,99,99
23237,303,7,7
23238,154,444,154
23239,762,388,388
23240,520,338,520
23241,120,169,169
23242,60,268,268
23243,600,1,600
23244,737,730,737
23245,711,312,711
23246,234,128,234
23247,554,449,554
23248,318,690,690
23249,239,166,166
23250,6,649,649
23251,386,450,450
23252,143,67,67
23253,181,257,181
23254,10,759,759
23255,13,21,13
23256,241,531,531
23257,614,357,614
23258,246,657,246
23259,586,156,156
23260,718,730,718
23261,26,171,26
23262,714,104,714
23263,221,280,280
23264,365,624,624
23265,153,363,153
23266,147,313,147
23267,686,439,686
23268,297,147,147
23269,787,530,787
23270,313,758,313
23271,380,554,554
23272,775,320,320
23273,317,260,260
23274,227,41,227
23275,281,500,281
23276,787,108,108
23277,682,142,682
23278,16,324,16
23279,161,361,361
23280,420,616,420
23281,737,96,737
23282,759,334,334
23283,281,670,670
23284,710,739,710
23285,411,152,152
23286,182,34,34
23287,659,478,478
23288,48,651,48
23289,355,425,425
23290,778,165,165
23291,633,319,633
23292,303,256,303
23293,365,739,739
23294,590,168,590
23295,64,752,752
23296,520,430,430
23297,410,330,410
23298,730,554,554
23299,792,742,792
23300,245,677,677
23301,788,290,788
23302,503,97,503
23303,336,449,336
23304,566,47,47
23305,185,518,518
23306,595,596,596
23307,672,140,672
23308,44,603,44
23309,71,359,71
23310,138,460,138
23311,353,550,550
23312,656,189,656
23313,713,282,713
23314,197,686,686
